submission_date,state - 2,tot_cases,new_case,tot_death,conf_death,new_death,State
10/28/2021,WI,879785,2565,9390,8459,20,WISCONSIN
3/20/2022,NC,2627240,375,23279,20298,8,NORTH CAROLINA
12/17/2020,NC,464505,7258,6851,6456,84,NORTH CAROLINA
4/13/2021,VT,20014,71,234,,0,VERMONT
1/21/2022,MI,2124225,23097,31502,29190,50,MICHIGAN
9/11/2021,MD,509393,1376,10193,9969,15,MARYLAND
11/11/2020,NV,113411,1107,1877,,18,NEVADA
11/2/2020,IL,429761,6222,10093,9810,18,ILLINOIS
3/8/2022,AL,1287671,468,19308,14837,19,ALABAMA
4/3/2022,NC,2634711,385,23340,20353,2,NORTH CAROLINA
6/9/2020,ID,3220,31,85,65,2,IDAHO
4/8/2022,CA,9115022,9841,88557,,202,CALIFORNIA
10/21/2020,NH,9917,89,469,,1,NEW HAMPSHIRE
3/31/2022,GU,47311,46,349,,3,GUAM
4/20/2020,VT,756,3,38,,1,VERMONT
8/31/2020,MT,7493,153,105,105,1,MONTANA
8/4/2020,AL,93215,949,2471,2234,47,ALABAMA
7/8/2021,ID,195696,144,2163,1882,1,IDAHO
5/25/2020,NV,7888,102,412,,2,NEVADA
5/9/2021,IN,729716,905,13391,12977,13,INDIANA
7/28/2021,WA,470879,1065,6100,,3,WASHINGTON
12/15/2021,AL,854927,832,16563,12865,9,ALABAMA
11/22/2020,DE,31811,488,748,657,2,DELAWARE
3/15/2021,MI,718912,3447,16887,15885,22,MICHIGAN
3/7/2020,CT,0,0,0,,0,CONNECTICUT
10/13/2021,IL,1660883,2913,28089,25327,48,ILLINOIS
4/13/2020,NV,2971,135,120,,6,NEVADA
5/20/2021,ID,190900,188,2080,1813,6,IDAHO
2/20/2021,NH,73161,394,1153,,1,NEW HAMPSHIRE
9/12/2021,GU,12553,174,168,,8,GUAM
8/20/2020,NC,152471,2062,2689,2682,26,NORTH CAROLINA
12/28/2021,NV,495183,1805,8392,,25,NEVADA
4/22/2022,CA,9177609,22289,89255,,201,CALIFORNIA
11/6/2021,AL,833002,262,16216,12599,18,ALABAMA
2/12/2020,NC,0,0,0,,0,NORTH CAROLINA
12/26/2021,WA,830026,5044,9784,,0,WASHINGTON
4/17/2022,MO,1417911,0,20241,,0,MISSOURI
5/16/2021,IL,1366268,1248,24795,22439,25,ILLINOIS
8/18/2020,NC,149051,1270,2623,2616,32,NORTH CAROLINA
1/5/2021,NE,171795,1508,1692,,10,NEBRASKA
6/28/2021,MO,617421,922,9302,,45,MISSOURI
10/22/2020,IN,155246,2850,4053,3832,44,INDIANA
10/25/2020,WI,208917,3778,1813,1778,10,WISCONSIN
7/7/2020,ID,8539,487,94,74,0,IDAHO
4/5/2022,CT,738976,432,10793,8839,14,CONNECTICUT
2/18/2022,NE,452601,0,3883,3192,0,NEBRASKA
2/24/2022,MO,1394010,1271,18835,,453,MISSOURI
7/16/2021,MO,644989,2391,9474,,4,MISSOURI
1/24/2021,NC,724950,5285,10349,9269,90,NORTH CAROLINA
10/13/2020,WA,96324,466,2211,,21,WASHINGTON
9/8/2020,VI,1191,0,18,,0,VIRGIN ISLANDS
2/26/2022,ND,237935,133,2192,,5,NORTH DAKOTA
7/20/2021,DE,109655,37,1697,1551,0,DELAWARE
12/5/2021,NC,1545192,2514,19117,16822,21,NORTH CAROLINA
3/26/2021,CT,305210,1700,7865,6463,3,CONNECTICUT
5/15/2021,VI,3268,1,27,,0,VIRGIN ISLANDS
6/17/2020,MO,18668,424,1017,,4,MISSOURI
2/21/2021,IN,656378,893,12337,11962,36,INDIANA
4/2/2022,MD,1012822,0,14355,14091,0,MARYLAND
10/8/2021,WI,835057,3564,9006,8107,17,WISCONSIN
1/25/2022,MO,1285040,9390,17070,,32,MISSOURI
9/23/2021,ND,128552,640,1597,,2,NORTH DAKOTA
7/1/2020,VI,92,2,6,,0,VIRGIN ISLANDS
11/12/2021,WI,921221,3752,9679,8722,22,WISCONSIN
3/12/2022,MI,2371788,0,35188,32419,0,MICHIGAN
5/30/2021,NV,324004,128,5586,,0,NEVADA
12/6/2020,CA,1341700,30075,19930,19930,122,CALIFORNIA
5/27/2020,GU,171,1,5,,0,GUAM
5/27/2021,VT,22631,19,248,,0,VERMONT
3/15/2020,WI,27,8,0,,0,WISCONSIN
6/18/2021,AL,546659,147,11479,9165,2,ALABAMA
7/19/2021,CA,3918247,14097,63649,63649,51,CALIFORNIA
12/21/2021,MI,1636899,7537,27989,26070,88,MICHIGAN
8/1/2020,NC,124712,1964,2130,2127,30,NORTH CAROLINA
6/25/2020,NV,15085,493,517,,1,NEVADA
7/19/2021,MS,329703,727,7609,5251,10,MISSISSIPPI
5/23/2021,IL,1375508,943,25001,22623,25,ILLINOIS
7/15/2020,VT,1210,12,56,,0,VERMONT
10/18/2020,GU,3538,0,63,,0,GUAM
2/17/2020,NH,0,0,0,,0,NEW HAMPSHIRE
11/4/2021,ME,107434,773,1204,1110,7,MAINE
2/26/2021,IL,1183667,2441,22675,20460,68,ILLINOIS
2/13/2021,WI,606651,866,6744,6161,10,WISCONSIN
5/18/2020,VI,69,0,6,,0,VIRGIN ISLANDS
8/12/2021,CT,361294,742,8307,6836,10,CONNECTICUT
1/31/2021,IL,1126301,2428,21253,19243,40,ILLINOIS
1/21/2021,VT,9849,99,172,,1,VERMONT
12/2/2021,MT,191925,332,2739,2739,17,MONTANA
1/31/2022,WA,1303611,8734,10776,,77,WASHINGTON
7/3/2021,NE,224966,28,2262,,0,NEBRASKA
5/2/2021,DE,104823,280,1626,1485,0,DELAWARE
11/30/2021,MO,910414,3061,15444,,10,MISSOURI
12/7/2020,WI,443389,2322,3973,3738,21,WISCONSIN
9/8/2021,MD,505557,701,10150,9927,11,MARYLAND
8/18/2021,MS,401201,4807,7937,5453,6,MISSISSIPPI
5/8/2021,NE,221664,82,2251,,-1,NEBRASKA
1/25/2021,ND,97006,132,1415,,4,NORTH DAKOTA
4/18/2022,ME,240086,0,2276,2050,0,MAINE
6/3/2021,WI,674939,200,7923,7129,29,WISCONSIN
8/18/2021,CT,364891,593,8307,6840,3,CONNECTICUT
3/17/2022,MS,793278,77,12319,8120,11,MISSISSIPPI
12/5/2020,MI,508862,3580,10810,10301,145,MICHIGAN
2/5/2022,DE,252017,454,2576,2362,13,DELAWARE
3/7/2022,IN,1685176,1437,23017,22118,15,INDIANA
8/14/2020,DE,16174,73,593,524,0,DELAWARE
7/30/2021,ND,111644,74,1539,,0,NORTH DAKOTA
4/10/2022,VI,15764,0,111,,0,VIRGIN ISLANDS
12/15/2021,VI,7624,6,88,,0,VIRGIN ISLANDS
7/28/2021,CA,3983721,6849,63849,63849,38,CALIFORNIA
3/13/2022,AL,1289102,51,19367,14877,8,ALABAMA
12/5/2021,NE,313935,0,3180,2665,0,NEBRASKA
4/21/2021,GU,7909,12,136,,0,GUAM
1/6/2022,CT,563635,8823,9281,7594,0,CONNECTICUT
11/14/2020,GU,5924,0,92,,0,GUAM
8/5/2021,MS,358149,2094,7832,5409,13,MISSISSIPPI
11/25/2021,ME,122597,514,1303,1201,0,MAINE
11/2/2020,NC,277372,1515,4809,4695,42,NORTH CAROLINA
3/9/2022,MO,1402202,566,19344,,7,MISSOURI
2/7/2022,ID,393053,1986,4496,3686,17,IDAHO
2/9/2022,MT,254231,1027,3051,3051,8,MONTANA
4/8/2022,WI,1590205,438,14344,12823,4,WISCONSIN
3/3/2022,IN,1683176,509,22963,22071,35,INDIANA
9/11/2021,ME,82958,494,961,897,0,MAINE
3/27/2020,NC,790,130,5,5,1,NORTH CAROLINA
1/8/2022,NH,214572,0,2019,,0,NEW HAMPSHIRE
4/29/2020,GU,145,0,5,,0,GUAM
11/3/2020,NH,11448,128,483,,0,NEW HAMPSHIRE
6/29/2021,NE,224627,80,2260,,-1,NEBRASKA
6/1/2020,DE,9639,128,373,349,4,DELAWARE
12/15/2021,WI,1043693,5228,10544,9489,61,WISCONSIN
11/2/2020,MD,146995,850,4304,4142,6,MARYLAND
2/5/2020,WI,0,0,0,,0,WISCONSIN
4/3/2021,CA,3577951,4877,58404,58404,135,CALIFORNIA
7/8/2021,CT,349798,55,8279,6810,1,CONNECTICUT
9/9/2020,NC,182217,1063,3237,3218,25,NORTH CAROLINA
5/31/2021,MT,111829,20,1613,1613,0,MONTANA
3/6/2020,IL,6,1,0,,0,ILLINOIS
9/22/2020,ID,38347,446,451,413,4,IDAHO
3/22/2022,VI,15589,5,110,,0,VIRGIN ISLANDS
4/13/2022,NV,715498,121,10501,,6,NEVADA
2/7/2021,NV,284042,651,4520,,24,NEVADA
11/2/2020,MO,210365,5647,3580,,35,MISSOURI
6/16/2020,WA,26482,393,1231,,10,WASHINGTON
4/25/2021,ID,186365,91,2032,1771,1,IDAHO
4/29/2020,NV,4898,86,237,,5,NEVADA
2/17/2020,WA,1,0,0,,0,WASHINGTON
11/18/2020,AL,223791,2364,5007,4262,20,ALABAMA
1/4/2022,ID,322524,1722,4188,3455,19,IDAHO
1/30/2022,IL,2897174,0,34439,30688,0,ILLINOIS
4/30/2020,VI,66,0,4,,0,VIRGIN ISLANDS
5/27/2021,NV,323481,232,5578,,8,NEVADA
8/10/2021,ID,205787,754,2226,1936,2,IDAHO
10/1/2021,ID,259100,1778,2931,2488,24,IDAHO
3/2/2021,WA,340346,371,4988,,19,WASHINGTON
11/13/2021,AL,837244,245,16301,12670,12,ALABAMA
5/22/2020,MO,12464,207,813,,9,MISSOURI
9/10/2021,CT,378933,625,8424,6933,8,CONNECTICUT
11/5/2020,DE,25769,219,716,629,0,DELAWARE
3/22/2022,DE,258737,28,2835,2564,2,DELAWARE
12/26/2021,ME,148554,184,1475,1356,3,MAINE
6/26/2020,NE,18457,234,266,,6,NEBRASKA
11/21/2021,GU,19069,0,262,,0,GUAM
12/28/2021,MT,196453,409,2904,2904,5,MONTANA
3/22/2022,MT,272258,75,3237,3237,1,MONTANA
2/17/2022,MS,784338,587,11790,7782,18,MISSISSIPPI
5/22/2020,NH,4014,79,204,,5,NEW HAMPSHIRE
9/5/2021,NE,248661,447,2347,,0,NEBRASKA
10/8/2020,ME,5616,32,143,142,1,MAINE
6/21/2021,CA,3704005,1123,62693,62693,4,CALIFORNIA
6/13/2021,IN,749477,380,13732,13312,0,INDIANA
11/5/2020,NV,105360,1267,1824,,10,NEVADA
2/22/2021,AL,487643,1349,10445,8354,21,ALABAMA
10/10/2021,MS,495312,349,9833,6591,2,MISSISSIPPI
7/17/2020,MS,49758,1216,1876,1810,40,MISSISSIPPI
1/15/2022,IL,2589640,0,32532,29099,0,ILLINOIS
9/26/2021,ME,90081,276,1017,942,4,MAINE
6/27/2020,NC,60880,1748,1406,1406,15,NORTH CAROLINA
4/12/2022,ND,240236,64,2254,,0,NORTH DAKOTA
1/27/2020,AL,0,0,0,0,0,ALABAMA
6/5/2020,NC,33373,1255,1075,1075,10,NORTH CAROLINA
12/27/2020,ND,91558,93,1270,,4,NORTH DAKOTA
5/14/2020,MI,77180,3332,5367,5074,46,MICHIGAN
10/9/2021,CA,4749201,0,69507,69507,0,CALIFORNIA
6/13/2021,MS,319695,79,7446,5138,0,MISSISSIPPI
2/16/2020,WA,1,0,0,,0,WASHINGTON
6/16/2021,GU,8266,5,139,,0,GUAM
4/6/2022,VI,15726,18,111,,0,VIRGIN ISLANDS
10/27/2020,ND,39907,777,488,,12,NORTH DAKOTA
12/25/2021,MT,195669,0,2895,2895,0,MONTANA
8/31/2020,NE,34362,247,397,,5,NEBRASKA
8/14/2020,NH,6964,43,423,,1,NEW HAMPSHIRE
8/29/2020,NV,68717,602,1331,,15,NEVADA
1/1/2022,NH,198667,0,1961,,0,NEW HAMPSHIRE
3/12/2022,NH,300185,0,2415,,0,NEW HAMPSHIRE
3/14/2022,VT,105896,421,578,,0,VERMONT
1/31/2022,VT,96674,2161,511,,8,VERMONT
6/9/2021,ID,193295,138,2116,1845,11,IDAHO
12/21/2020,CT,167377,4595,5676,4590,95,CONNECTICUT
12/22/2020,IL,911308,6239,16671,15414,144,ILLINOIS
12/23/2021,NE,332257,1176,3327,2775,10,NEBRASKA
3/22/2020,AL,180,31,4,2,0,ALABAMA
10/13/2020,NC,233934,1790,4153,4091,23,NORTH CAROLINA
8/19/2021,DE,114787,426,1851,1694,2,DELAWARE
3/28/2022,NH,302181,404,2447,,2,NEW HAMPSHIRE
5/6/2021,MT,109588,133,1580,1580,2,MONTANA
1/22/2022,WI,1446207,0,11946,10755,0,WISCONSIN
11/28/2021,ME,123901,556,1303,1201,0,MAINE
2/2/2022,AL,1234960,5266,18037,13906,52,ALABAMA
12/30/2021,DE,177328,3357,2286,2095,3,DELAWARE
6/23/2020,DE,10864,46,505,447,1,DELAWARE
4/12/2021,NH,89229,375,1257,,0,NEW HAMPSHIRE
7/13/2020,MI,141733,1820,6412,6103,4,MICHIGAN
2/2/2020,ID,0,0,0,,0,IDAHO
12/15/2020,ID,124019,1802,1214,1088,20,IDAHO
8/17/2021,NE,235679,612,2302,,0,NEBRASKA
10/17/2021,CA,4787698,0,70150,70150,0,CALIFORNIA
11/13/2020,IN,236565,5600,4848,4610,50,INDIANA
3/20/2021,NC,888442,1826,12645,11179,18,NORTH CAROLINA
11/2/2021,NH,137156,381,1572,,4,NEW HAMPSHIRE
8/9/2021,NV,366584,1004,6040,,13,NEVADA
4/17/2022,MS,796348,0,12422,8184,0,MISSISSIPPI
1/6/2021,IL,999288,7569,18735,17096,173,ILLINOIS
2/19/2020,GU,0,0,0,,0,GUAM
2/26/2021,ME,44249,201,702,680,1,MAINE
5/7/2020,WI,9215,314,374,374,12,WISCONSIN
11/17/2020,NV,123794,1697,1944,,27,NEVADA
4/10/2021,GU,7833,-2,136,,0,GUAM
12/18/2021,MI,1614141,0,27739,25824,-1,MICHIGAN
5/12/2020,ME,1501,36,66,66,1,MAINE
4/19/2020,DE,2614,114,72,63,5,DELAWARE
2/9/2021,MO,538282,1048,8294,,22,MISSOURI
11/2/2020,ME,6912,189,148,147,0,MAINE
6/30/2021,DE,108961,32,1694,1549,0,DELAWARE
7/17/2020,CA,366164,9986,7409,7409,126,CALIFORNIA
10/20/2020,DE,23351,111,668,587,2,DELAWARE
4/7/2021,NV,305929,277,5308,,11,NEVADA
3/25/2022,NC,2630168,904,23309,20327,6,NORTH CAROLINA
7/27/2020,VI,375,14,7,,0,VIRGIN ISLANDS
10/25/2021,AL,817503,991,16065,12480,16,ALABAMA
4/10/2022,IL,3080436,0,37764,33465,0,ILLINOIS
6/22/2021,AL,547273,238,11495,9179,5,ALABAMA
11/28/2020,MT,60845,1049,669,669,12,MONTANA
4/13/2022,WI,1593166,860,14380,12851,8,WISCONSIN
3/13/2022,GU,46411,80,338,,1,GUAM
1/3/2021,CT,190120,0,6099,4937,0,CONNECTICUT
2/19/2022,WI,1564381,0,13068,11724,0,WISCONSIN
5/16/2020,MS,12756,223,827,814,14,MISSISSIPPI
11/22/2021,ME,120064,620,1300,1198,28,MAINE
12/10/2020,IL,823531,11101,14845,13861,232,ILLINOIS
9/1/2021,MI,1065671,3007,21616,20316,18,MICHIGAN
2/17/2022,NV,676687,323,9489,,43,NEVADA
9/1/2020,WA,75393,369,1931,,16,WASHINGTON
2/16/2021,CA,3412057,5692,46795,46795,76,CALIFORNIA
8/1/2020,GU,356,0,5,,0,GUAM
8/10/2020,CA,561911,7751,10247,10247,74,CALIFORNIA
5/20/2020,AL,13158,359,701,658,20,ALABAMA
4/20/2020,NH,1447,55,42,,1,NEW HAMPSHIRE
5/19/2020,VT,868,4,53,,0,VERMONT
3/14/2022,NC,2623955,348,23226,20253,11,NORTH CAROLINA
4/2/2021,CA,3573074,2414,58269,58269,179,CALIFORNIA
8/4/2020,CA,519427,4526,9349,9349,23,CALIFORNIA
12/23/2021,NC,1610412,6981,19548,17208,35,NORTH CAROLINA
8/18/2021,NC,1129716,6106,14340,12622,56,NORTH CAROLINA
10/4/2020,DE,21209,126,645,565,0,DELAWARE
6/16/2020,DE,10479,57,426,401,2,DELAWARE
3/11/2020,ND,0,0,0,,0,NORTH DAKOTA
10/22/2020,MS,116765,962,3580,3203,19,MISSISSIPPI
5/20/2021,MD,457084,319,9578,9364,11,MARYLAND
10/21/2020,IL,358804,4342,9605,9345,68,ILLINOIS
7/10/2021,VT,22897,12,250,,0,VERMONT
1/24/2021,ID,159506,181,1669,1464,1,IDAHO
11/3/2021,WI,893028,2421,9495,8554,28,WISCONSIN
1/21/2021,GU,7547,26,128,,0,GUAM
1/14/2021,NH,54778,653,897,,12,NEW HAMPSHIRE
1/2/2021,CA,2345909,53341,26236,26236,434,CALIFORNIA
4/3/2022,CT,737276,0,10779,8830,0,CONNECTICUT
10/28/2020,CA,908713,4515,17429,17429,116,CALIFORNIA
11/1/2020,MI,312283,3238,7831,7463,34,MICHIGAN
6/18/2021,MI,1001174,159,20947,19693,21,MICHIGAN
11/14/2021,WA,753106,1346,8934,,0,WASHINGTON
10/4/2021,MT,153479,494,2022,2022,3,MONTANA
2/22/2022,NC,2599202,2107,22822,19904,34,NORTH CAROLINA
6/14/2021,ME,68630,35,848,819,3,MAINE
3/11/2022,NV,688054,548,9922,,27,NEVADA
10/15/2021,MD,548743,1068,10710,10480,13,MARYLAND
8/23/2020,CT,51519,0,4460,3574,0,CONNECTICUT
12/3/2020,WA,176560,3336,2900,,50,WASHINGTON
8/24/2020,IN,87592,1660,3212,3002,5,INDIANA
12/15/2020,MD,239362,2401,5502,5318,52,MARYLAND
3/27/2020,NV,621,86,29,,19,NEVADA
2/27/2021,GU,7734,0,130,,0,GUAM
11/25/2020,GU,6705,253,109,,6,GUAM
12/13/2020,MT,73303,659,818,818,2,MONTANA
10/29/2021,GU,18187,36,238,,0,GUAM
2/25/2021,MT,99445,203,1350,1350,2,MONTANA
3/1/2022,ID,427738,1574,4763,3886,12,IDAHO
12/1/2020,CA,1225189,12221,19249,19249,29,CALIFORNIA
12/10/2021,MI,1567578,6394,26914,25080,64,MICHIGAN
4/6/2020,DE,785,69,15,15,1,DELAWARE
6/17/2021,ME,68753,32,854,824,0,MAINE
7/5/2021,NV,335771,336,5700,,1,NEVADA
9/27/2020,VI,1317,0,19,,0,VIRGIN ISLANDS
11/7/2021,MO,863024,666,12225,,0,MISSOURI
8/24/2020,ME,4342,10,131,130,0,MAINE
5/24/2020,WA,19867,236,1061,,4,WASHINGTON
3/15/2021,MT,101933,173,1393,1393,1,MONTANA
9/29/2021,MT,149824,1334,2001,2001,12,MONTANA
2/23/2021,WI,613419,707,6910,6317,39,WISCONSIN
2/20/2022,NC,2595578,2355,22759,19856,47,NORTH CAROLINA
7/18/2020,VT,1232,3,56,,0,VERMONT
3/22/2021,WA,355200,526,5183,,9,WASHINGTON
3/9/2022,MD,1005716,383,14229,13964,11,MARYLAND
1/23/2022,MS,681382,0,10721,7173,0,MISSISSIPPI
7/10/2020,AL,51189,1632,1560,1437,20,ALABAMA
12/1/2020,WI,416365,4635,3611,3420,117,WISCONSIN
1/16/2021,WI,566275,2409,5905,5450,135,WISCONSIN
12/10/2021,ID,311521,371,4028,3324,15,IDAHO
10/31/2020,WI,237870,5808,2092,2031,63,WISCONSIN
4/16/2021,ID,184769,212,2017,1757,2,IDAHO
11/1/2021,AL,829577,936,16149,12542,5,ALABAMA
1/3/2021,VI,2042,1,23,,0,VIRGIN ISLANDS
2/25/2020,WI,0,0,0,,0,WISCONSIN
3/10/2020,MI,533,157,1,0,0,MICHIGAN
8/30/2021,MS,436722,1111,8409,5741,21,MISSISSIPPI
12/2/2020,VT,4202,97,77,,1,VERMONT
6/9/2021,MT,112591,73,1636,1636,2,MONTANA
8/11/2020,ME,4052,20,126,125,0,MAINE
3/4/2020,IL,4,0,0,,0,ILLINOIS
4/11/2021,CA,3600178,4954,59218,59218,105,CALIFORNIA
12/7/2020,IN,387287,5661,6261,5992,40,INDIANA
2/20/2020,IN,0,0,0,,0,INDIANA
10/9/2020,NC,227050,2146,4050,3995,26,NORTH CAROLINA
7/21/2020,MO,45475,1216,1271,,16,MISSOURI
6/10/2021,AL,545337,139,11451,9143,3,ALABAMA
8/8/2021,ME,71608,107,901,851,0,MAINE
4/14/2021,MO,576076,583,8883,,8,MISSOURI
11/3/2021,NE,288257,912,2988,2508,1,NEBRASKA
2/27/2020,NV,0,0,0,,0,NEVADA
11/30/2020,DE,35641,418,777,683,5,DELAWARE
7/28/2021,CT,353505,391,8288,6818,0,CONNECTICUT
7/12/2021,CT,350039,24,8279,6810,0,CONNECTICUT
5/7/2020,DE,6138,189,213,202,20,DELAWARE
3/18/2021,NH,79702,335,1207,,5,NEW HAMPSHIRE
1/8/2022,NV,528892,0,8510,,0,NEVADA
3/4/2022,MI,2365827,1149,34841,32118,36,MICHIGAN
2/19/2020,NV,0,0,0,,0,NEVADA
2/4/2020,IN,0,0,0,,0,INDIANA
7/28/2021,MS,341862,1908,7722,5329,12,MISSISSIPPI
1/15/2021,MT,88635,525,1086,1086,9,MONTANA
11/22/2021,CA,5029772,15344,73199,,199,CALIFORNIA
2/4/2022,ID,389715,2428,4478,3673,12,IDAHO
5/11/2021,MO,591430,522,8988,,3,MISSOURI
1/6/2021,VI,2106,26,24,,0,VIRGIN ISLANDS
7/10/2021,WA,455097,726,5998,,1,WASHINGTON
9/16/2021,VT,28782,313,286,,1,VERMONT
10/24/2020,AL,182518,1243,4439,3808,22,ALABAMA
11/19/2021,WI,945715,4165,9816,8848,16,WISCONSIN
11/27/2021,VT,45565,93,394,,0,VERMONT
7/7/2021,ID,195552,123,2162,1882,3,IDAHO
6/15/2021,ND,110492,19,1522,,1,NORTH DAKOTA
12/11/2021,MD,601573,1240,11371,11138,12,MARYLAND
3/24/2021,WA,356648,812,5200,,14,WASHINGTON
7/20/2021,WA,462172,723,6056,,13,WASHINGTON
9/29/2020,ID,41434,511,464,427,4,IDAHO
3/22/2022,NC,2627922,462,23293,20311,10,NORTH CAROLINA
7/13/2021,NH,99800,30,1381,,6,NEW HAMPSHIRE
7/8/2021,MS,324057,416,7532,5195,10,MISSISSIPPI
4/29/2020,NC,10141,358,414,414,15,NORTH CAROLINA
10/19/2021,AL,812159,724,15960,12393,24,ALABAMA
8/28/2021,AL,687634,3311,13182,10342,70,ALABAMA
11/15/2021,VI,7370,13,84,,0,VIRGIN ISLANDS
2/15/2020,NV,0,0,0,,0,NEVADA
5/5/2021,IL,1346398,2410,24443,22096,33,ILLINOIS
2/11/2022,WA,1375005,4096,11316,,122,WASHINGTON
4/11/2020,MI,33282,903,2109,1977,165,MICHIGAN
9/23/2021,ME,88809,521,1009,934,0,MAINE
5/13/2020,MI,73848,1588,5321,5029,44,MICHIGAN
4/23/2021,MI,932884,3934,18686,17549,87,MICHIGAN
3/12/2020,MT,1,0,0,,0,MONTANA
3/1/2020,MT,0,0,0,,0,MONTANA
7/31/2020,ME,3890,21,123,122,0,MAINE
11/2/2021,WA,731421,1850,8696,,37,WASHINGTON
4/7/2020,WA,8109,311,394,,23,WASHINGTON
4/30/2021,NV,315438,510,5464,,5,NEVADA
1/12/2022,CA,6502320,102310,76683,,119,CALIFORNIA
4/18/2022,VI,15905,23,111,,0,VIRGIN ISLANDS
11/6/2020,VT,2176,26,58,,1,VERMONT
11/11/2020,CA,984682,7464,18094,18094,67,CALIFORNIA
10/20/2020,WA,100908,493,2282,,24,WASHINGTON
10/3/2020,DE,21083,174,645,565,0,DELAWARE
5/26/2021,GU,8154,11,139,,0,GUAM
12/9/2021,NE,320943,1096,3260,2728,19,NEBRASKA
7/16/2020,WI,43139,942,838,831,4,WISCONSIN
3/17/2020,IL,160,55,1,,1,ILLINOIS
4/10/2020,WA,9132,317,475,,30,WASHINGTON
7/29/2021,NE,228489,351,2280,,0,NEBRASKA
5/11/2021,CT,343954,409,8156,6716,2,CONNECTICUT
7/25/2020,ME,3768,24,119,118,1,MAINE
12/31/2020,MI,589728,2567,13816,13038,78,MICHIGAN
10/4/2020,ME,5481,23,142,141,0,MAINE
3/31/2022,CT,736775,742,10776,8829,-3,CONNECTICUT
4/29/2020,VI,66,7,4,,0,VIRGIN ISLANDS
8/2/2020,NV,50437,1131,858,,0,NEVADA
11/18/2020,IL,606771,8922,11468,11014,151,ILLINOIS
8/28/2020,IN,91313,809,3259,3048,10,INDIANA
8/29/2021,AL,690709,3075,13257,10399,75,ALABAMA
4/9/2022,NE,478044,0,4175,3418,0,NEBRASKA
5/18/2020,MD,39762,958,2148,2043,52,MARYLAND
11/20/2020,GU,6452,528,103,,11,GUAM
4/23/2020,CT,23100,631,1639,1639,95,CONNECTICUT
12/22/2021,MD,633046,4621,11600,11366,23,MARYLAND
10/29/2020,CA,912904,4191,17502,17502,73,CALIFORNIA
5/9/2021,NE,221730,66,2246,,-5,NEBRASKA
8/3/2021,IN,775686,1589,14017,13588,13,INDIANA
7/24/2021,CT,352233,196,8286,6817,0,CONNECTICUT
3/19/2020,DE,23,11,0,0,0,DELAWARE
12/30/2020,MT,81300,874,950,950,11,MONTANA
4/24/2021,MO,581643,379,8931,,5,MISSOURI
8/26/2021,DE,117081,423,1872,1714,3,DELAWARE
11/28/2020,NH,20002,689,523,,6,NEW HAMPSHIRE
8/3/2021,MT,117033,399,1716,1716,8,MONTANA
12/14/2021,NV,480615,853,8227,,26,NEVADA
7/4/2021,DE,109090,28,1695,1550,0,DELAWARE
2/7/2020,MS,0,0,0,,0,MISSISSIPPI
1/18/2021,NV,262794,1221,3784,,5,NEVADA
10/24/2021,CA,4826113,0,70884,70884,0,CALIFORNIA
10/13/2021,NH,126773,544,1511,,2,NEW HAMPSHIRE
6/23/2021,WI,677048,117,8077,7261,10,WISCONSIN
1/15/2021,ME,33582,488,507,499,30,MAINE
7/14/2020,MI,143429,1696,6414,6104,2,MICHIGAN
6/24/2020,ID,4645,243,90,70,1,IDAHO
8/17/2020,MI,188577,1621,6701,6383,11,MICHIGAN
6/29/2021,WA,450466,264,5920,,9,WASHINGTON
11/20/2020,IL,634395,13012,11795,11304,147,ILLINOIS
3/29/2020,ND,98,4,1,,0,NORTH DAKOTA
10/7/2021,MT,157372,1293,2070,2070,9,MONTANA
10/12/2020,WA,95858,606,2190,,0,WASHINGTON
3/9/2021,VI,2755,11,25,,0,VIRGIN ISLANDS
5/9/2021,NV,318512,266,5498,,0,NEVADA
2/18/2022,IN,1674269,1508,22529,21667,103,INDIANA
6/29/2020,VI,84,3,6,,0,VIRGIN ISLANDS
4/24/2020,VT,770,3,47,,2,VERMONT
6/13/2021,GU,8244,4,139,,0,GUAM
2/28/2021,IL,1186696,1249,22735,20516,25,ILLINOIS
6/29/2020,CT,46362,59,4320,3451,4,CONNECTICUT
11/5/2020,MS,127149,947,3786,3329,21,MISSISSIPPI
6/28/2021,NC,1003116,227,13632,12019,3,NORTH CAROLINA
5/25/2021,ND,109780,67,1509,,2,NORTH DAKOTA
10/31/2020,DE,24958,194,710,623,2,DELAWARE
6/19/2020,CT,45557,117,4238,3385,12,CONNECTICUT
9/18/2020,MO,118215,1605,2220,,16,MISSOURI
4/4/2022,MD,1013696,874,14363,14099,8,MARYLAND
12/12/2020,ME,18838,428,257,253,0,MAINE
5/30/2020,VI,69,0,6,,0,VIRGIN ISLANDS
2/22/2021,MD,376966,611,8261,8057,28,MARYLAND
7/30/2021,MD,467961,526,9844,9625,2,MARYLAND
1/23/2022,WI,1446207,0,11946,10755,0,WISCONSIN
10/1/2021,NC,1400909,4311,17220,15138,54,NORTH CAROLINA
11/26/2021,ND,161093,369,1877,,3,NORTH DAKOTA
8/19/2020,MS,78913,894,2658,2509,27,MISSISSIPPI
11/2/2020,VI,1385,7,22,,1,VIRGIN ISLANDS
6/10/2021,CA,3693362,856,62538,62538,39,CALIFORNIA
11/21/2020,NC,335208,3864,5497,5324,46,NORTH CAROLINA
