submission_date,state - 2,tot_cases,new_case,tot_death,conf_death,new_death,State
8/27/2020,MD,106063,577,3846,3693,9,MARYLAND
12/5/2020,MD,212384,3193,5042,4866,36,MARYLAND
2/8/2020,ID,0,0,0,,0,IDAHO
4/14/2020,VT,706,5,32,,0,VERMONT
6/27/2021,VT,22825,3,249,,0,VERMONT
11/8/2021,MT,181350,898,2423,2423,8,MONTANA
3/21/2022,NE,477226,28,4050,3309,3,NEBRASKA
6/21/2021,IN,751526,71,13793,13370,4,INDIANA
5/28/2021,MS,317873,155,7409,5111,1,MISSISSIPPI
5/9/2020,MT,458,0,16,16,0,MONTANA
3/26/2021,AL,513189,488,10929,8729,9,ALABAMA
6/2/2020,IL,122848,1614,5525,5525,113,ILLINOIS
5/11/2020,AL,10238,280,561,531,15,ALABAMA
4/9/2021,IL,1273200,4004,23762,21476,22,ILLINOIS
7/31/2020,NC,122748,1924,2100,2097,32,NORTH CAROLINA
7/23/2020,MD,80836,664,3531,3391,6,MARYLAND
9/13/2021,MI,1095200,2333,21854,20535,10,MICHIGAN
6/26/2020,WA,30789,522,1304,,4,WASHINGTON
7/13/2020,WI,40382,505,827,820,7,WISCONSIN
10/29/2021,NC,1472557,2005,18402,16185,26,NORTH CAROLINA
12/23/2020,MO,423296,3686,6478,,51,MISSOURI
6/19/2020,IL,136470,831,6784,6580,66,ILLINOIS
10/1/2021,MS,489736,520,9651,6473,5,MISSISSIPPI
6/16/2021,WA,444732,465,5801,,1,WASHINGTON
11/7/2021,CA,4937188,0,71852,,0,CALIFORNIA
10/23/2021,MD,555366,910,10819,10589,8,MARYLAND
2/20/2021,NV,290671,371,4868,,37,NEVADA
3/9/2020,NV,4,1,0,,0,NEVADA
9/13/2021,NC,1305053,4796,16015,14086,83,NORTH CAROLINA
10/31/2021,WI,882457,0,9416,8483,0,WISCONSIN
8/4/2021,MO,693812,3946,9798,,21,MISSOURI
6/23/2021,IN,752108,282,13806,13383,5,INDIANA
12/11/2020,IN,412144,7200,6651,6379,70,INDIANA
7/5/2020,ID,7733,363,93,73,0,IDAHO
7/19/2021,MI,1008193,533,21145,19881,7,MICHIGAN
8/15/2021,MD,479952,869,9911,9690,3,MARYLAND
4/21/2020,DE,3000,189,89,79,17,DELAWARE
8/31/2021,CA,4406577,9606,65287,65287,16,CALIFORNIA
12/29/2020,NC,529736,4915,7745,7188,102,NORTH CAROLINA
4/17/2020,CT,16809,925,1036,,65,CONNECTICUT
8/19/2020,IL,213221,2295,8017,7806,24,ILLINOIS
7/16/2021,VI,4160,41,32,,0,VIRGIN ISLANDS
1/22/2020,MI,0,0,0,,0,MICHIGAN
1/11/2021,ME,31415,490,449,443,11,MAINE
10/27/2021,AL,826877,2087,16097,12507,11,ALABAMA
6/12/2021,NE,223998,20,2258,,0,NEBRASKA
11/28/2021,DE,151691,285,2173,1990,0,DELAWARE
4/23/2021,WA,392167,1395,5434,,6,WASHINGTON
12/17/2020,NV,196379,2281,2673,,20,NEVADA
6/28/2020,WA,31631,315,1310,,0,WASHINGTON
6/17/2020,VI,73,0,6,,0,VIRGIN ISLANDS
1/9/2021,NV,246309,2648,3450,,56,NEVADA
2/25/2021,CT,279159,975,7614,6248,19,CONNECTICUT
11/20/2021,MT,188013,0,2547,2547,0,MONTANA
3/17/2021,CT,294328,373,7807,6420,8,CONNECTICUT
4/13/2022,DE,259570,151,2884,2602,0,DELAWARE
8/9/2021,WA,494476,1974,6177,,3,WASHINGTON
5/17/2020,WI,12543,356,453,453,0,WISCONSIN
4/20/2020,CA,30978,645,1147,1147,30,CALIFORNIA
3/12/2020,MS,157,35,13,12,2,MISSISSIPPI
5/8/2020,MT,458,-1,16,16,0,MONTANA
10/29/2020,AL,188700,1311,4545,3897,26,ALABAMA
6/8/2020,IN,37623,226,2303,2132,14,INDIANA
1/26/2022,GU,30221,743,284,,1,GUAM
9/7/2020,IL,252889,1381,8398,8179,8,ILLINOIS
3/9/2021,CA,3507266,2614,53878,53878,50,CALIFORNIA
2/22/2022,WI,1567714,947,13108,11760,22,WISCONSIN
8/13/2021,VT,24273,102,257,,0,VERMONT
9/8/2020,WI,87677,749,1176,1168,0,WISCONSIN
5/8/2020,MD,30485,1111,1616,1533,61,MARYLAND
10/28/2020,DE,24416,135,688,607,2,DELAWARE
12/1/2021,AL,845704,732,16443,12777,9,ALABAMA
7/25/2020,GU,337,0,5,,0,GUAM
9/18/2020,NC,194474,1565,3499,3466,33,NORTH CAROLINA
6/9/2021,NE,223915,35,2256,,0,NEBRASKA
11/16/2020,NH,15029,358,500,,1,NEW HAMPSHIRE
6/1/2020,MI,99002,881,5959,5657,27,MICHIGAN
3/7/2020,WA,84,18,16,,5,WASHINGTON
9/1/2021,ME,78479,462,937,875,3,MAINE
8/29/2020,WA,74217,573,1905,,0,WASHINGTON
4/13/2022,AL,1297542,213,19529,14997,2,ALABAMA
6/5/2020,ID,3111,57,83,63,0,IDAHO
6/24/2020,MI,117413,1400,6260,5954,5,MICHIGAN
3/17/2021,AL,508940,563,10837,8661,19,ALABAMA
12/19/2020,WI,490679,4315,4722,4399,90,WISCONSIN
1/1/2021,ME,26280,356,358,352,11,MAINE
3/20/2021,DE,92106,262,1526,1389,4,DELAWARE
4/5/2020,ME,498,29,10,10,0,MAINE
10/27/2021,MT,174087,983,2321,2321,16,MONTANA
9/17/2021,NE,258390,603,2373,2373,2,NEBRASKA
1/21/2022,AL,1140077,15845,17370,13445,38,ALABAMA
3/22/2021,MI,745213,5753,17021,16005,18,MICHIGAN
5/8/2021,IN,728811,1047,13378,12965,8,INDIANA
11/16/2021,AL,838754,637,16320,12687,9,ALABAMA
2/14/2022,WI,1557743,4192,12930,11603,53,WISCONSIN
8/17/2020,VI,760,19,9,,0,VIRGIN ISLANDS
5/8/2020,WI,9590,375,384,384,10,WISCONSIN
1/18/2022,VI,13901,141,94,,3,VIRGIN ISLANDS
1/6/2022,NV,523627,2679,8506,,18,NEVADA
8/12/2020,MD,97384,541,3726,3578,6,MARYLAND
2/12/2020,NH,0,0,0,,0,NEW HAMPSHIRE
3/29/2022,MS,794292,67,12396,8164,13,MISSISSIPPI
11/3/2021,DE,143775,266,2096,1922,1,DELAWARE
4/3/2020,MT,262,18,5,,0,MONTANA
10/22/2021,VI,7126,8,78,,0,VIRGIN ISLANDS
3/19/2022,MD,1008536,0,14293,14029,0,MARYLAND
12/28/2020,VI,2004,16,23,,0,VIRGIN ISLANDS
1/1/2022,DE,183935,3563,2286,2095,0,DELAWARE
9/14/2020,VT,1559,11,57,,0,VERMONT
10/6/2021,CT,392951,377,8667,7086,1,CONNECTICUT
10/16/2020,NC,241282,2706,4239,4169,27,NORTH CAROLINA
6/30/2021,WI,677622,91,8128,7308,2,WISCONSIN
4/3/2021,NH,85448,438,1247,,2,NEW HAMPSHIRE
11/24/2020,AL,237070,2488,5172,4379,23,ALABAMA
2/5/2020,MS,0,0,0,,0,MISSISSIPPI
1/26/2020,MS,0,0,0,,0,MISSISSIPPI
11/3/2021,MS,505661,395,10134,6782,5,MISSISSIPPI
2/21/2021,NE,199309,158,2047,,0,NEBRASKA
9/10/2021,IL,1564386,5309,26845,24261,52,ILLINOIS
4/16/2022,ME,240086,2,2276,2050,0,MAINE
3/20/2022,AL,1291173,66,19438,14929,7,ALABAMA
12/28/2020,MD,269183,1985,6103,5914,42,MARYLAND
8/4/2021,WA,482847,5395,6145,,9,WASHINGTON
4/21/2021,ID,185759,294,2028,1767,6,IDAHO
3/21/2020,NH,65,10,0,,0,NEW HAMPSHIRE
12/28/2021,CT,494964,5753,9156,7493,53,CONNECTICUT
3/23/2021,ME,48787,188,731,708,0,MAINE
9/14/2021,CT,381331,1050,8446,6950,22,CONNECTICUT
3/2/2020,NE,0,0,0,,0,NEBRASKA
12/16/2020,ND,89063,668,1204,,34,NORTH DAKOTA
3/11/2022,VI,15556,3,109,,0,VIRGIN ISLANDS
8/3/2021,AL,592817,3412,11864,9450,28,ALABAMA
3/24/2021,MS,304762,281,7178,4965,5,MISSISSIPPI
5/21/2021,NE,223079,101,2249,,1,NEBRASKA
11/17/2020,ME,9739,209,170,169,4,MAINE
12/5/2021,VT,48933,601,406,,3,VERMONT
8/28/2021,NV,387492,933,6448,,15,NEVADA
10/31/2021,ND,148394,303,1762,,0,NORTH DAKOTA
9/27/2021,IL,1618800,2225,27529,24860,31,ILLINOIS
3/8/2022,NE,476689,118,4022,3288,1,NEBRASKA
5/27/2020,NE,12943,383,163,,10,NEBRASKA
6/11/2021,NV,327140,262,5616,,2,NEVADA
2/11/2022,NH,288191,1171,2294,,6,NEW HAMPSHIRE
6/12/2020,MS,21917,502,1148,1129,7,MISSISSIPPI
8/17/2021,ND,113925,252,1548,,0,NORTH DAKOTA
2/18/2020,VT,0,0,0,,0,VERMONT
2/22/2020,IN,0,0,0,,0,INDIANA
12/23/2021,VI,7867,104,88,,0,VIRGIN ISLANDS
5/15/2020,NH,3464,82,159,,8,NEW HAMPSHIRE
9/23/2020,VT,1586,1,57,,0,VERMONT
6/30/2021,NH,99504,23,1372,,1,NEW HAMPSHIRE
1/28/2020,AL,0,0,0,0,0,ALABAMA
4/4/2022,WI,1586767,999,14316,12799,-1,WISCONSIN
3/19/2020,MO,235,70,1,,0,MISSOURI
12/18/2021,NE,327301,0,3298,2757,0,NEBRASKA
11/24/2021,MS,512632,432,10262,6871,5,MISSISSIPPI
9/16/2020,VT,1568,2,57,,0,VERMONT
4/25/2021,MI,938478,2728,18810,17665,60,MICHIGAN
9/14/2020,DE,18948,103,618,545,1,DELAWARE
4/21/2020,IL,33059,1551,1468,1468,119,ILLINOIS
8/17/2021,MT,120946,621,1743,1743,7,MONTANA
3/19/2022,IN,1688770,0,23290,22378,0,INDIANA
11/9/2020,DE,26903,308,722,635,4,DELAWARE
3/19/2022,VI,15578,0,110,,0,VIRGIN ISLANDS
10/27/2021,VT,36369,152,352,,2,VERMONT
11/22/2021,NH,153934,3121,1672,,10,NEW HAMPSHIRE
4/2/2021,NH,85010,471,1245,,0,NEW HAMPSHIRE
7/11/2021,MS,324816,253,7548,5205,6,MISSISSIPPI
1/9/2022,NC,1900766,22044,20119,17679,48,NORTH CAROLINA
3/8/2020,NH,4,2,0,,0,NEW HAMPSHIRE
3/11/2020,MS,122,23,11,10,5,MISSISSIPPI
1/11/2021,CA,2710801,39839,29911,29911,415,CALIFORNIA
2/7/2020,MD,0,0,0,0,0,MARYLAND
9/12/2021,NH,111921,405,1441,,0,NEW HAMPSHIRE
2/6/2022,MS,751862,0,11250,7468,0,MISSISSIPPI
4/7/2022,WA,1465427,1101,12554,,10,WASHINGTON
12/7/2020,NH,25816,1045,566,,2,NEW HAMPSHIRE
6/9/2020,AL,21802,567,1007,938,16,ALABAMA
3/25/2021,WI,632123,822,7267,6599,4,WISCONSIN
12/24/2020,ME,23156,386,317,312,-1,MAINE
4/15/2021,MT,106823,192,1528,1528,2,MONTANA
11/26/2021,ME,122901,304,1303,1201,0,MAINE
2/27/2021,NC,853193,2124,12295,10872,27,NORTH CAROLINA
9/3/2020,CA,717177,5125,13120,13120,167,CALIFORNIA
8/19/2021,VI,5432,19,44,,3,VIRGIN ISLANDS
4/30/2021,CT,339233,786,8097,6659,13,CONNECTICUT
1/9/2021,CT,205994,0,6324,5127,0,CONNECTICUT
2/20/2021,ID,169150,197,1826,1607,-1,IDAHO
11/26/2020,VI,1538,2,23,,0,VIRGIN ISLANDS
2/18/2021,VT,13098,119,194,,2,VERMONT
9/2/2020,NV,70122,238,1365,,23,NEVADA
3/1/2021,MD,382702,603,8397,8193,15,MARYLAND
3/13/2022,CA,9019412,0,86387,,0,CALIFORNIA
11/11/2020,IN,224374,5036,4747,4509,31,INDIANA
12/4/2021,WA,782303,1816,9413,,0,WASHINGTON
1/14/2021,MD,317815,2948,6846,6653,35,MARYLAND
11/5/2021,NV,455163,844,7713,,21,NEVADA
3/18/2020,IN,39,9,0,0,0,INDIANA
3/22/2022,NE,477213,-13,4051,3310,1,NEBRASKA
11/25/2020,MO,322217,4404,4810,,64,MISSOURI
5/18/2021,AL,540375,335,11329,9049,6,ALABAMA
7/26/2021,NC,1030942,1579,13786,12153,9,NORTH CAROLINA
7/17/2020,GU,317,3,5,,0,GUAM
11/16/2021,MT,186207,1031,2513,2513,23,MONTANA
3/12/2020,CT,7,4,0,,0,CONNECTICUT
10/25/2021,NC,1464460,1172,18290,16087,33,NORTH CAROLINA
5/8/2021,CT,342993,275,8137,6697,0,CONNECTICUT
3/11/2022,IN,1686671,292,23164,22262,38,INDIANA
3/21/2021,MT,103060,94,1414,1414,0,MONTANA
11/28/2021,CT,418473,0,8865,7263,0,CONNECTICUT
6/20/2021,NE,224064,39,2259,,0,NEBRASKA
4/19/2022,DE,260566,90,2896,2612,2,DELAWARE
3/15/2020,IN,19,7,0,0,0,INDIANA
9/6/2020,VT,1511,0,57,,0,VERMONT
2/2/2021,WA,313912,960,4316,,-2,WASHINGTON
6/26/2020,NV,15472,387,520,,3,NEVADA
6/12/2021,GU,8240,2,139,,0,GUAM
5/14/2021,NC,978493,1148,13282,11716,16,NORTH CAROLINA
3/19/2022,MS,793390,0,12330,8125,0,MISSISSIPPI
3/22/2020,IN,201,75,0,0,0,INDIANA
7/13/2020,ND,4442,108,87,,0,NORTH DAKOTA
9/21/2020,NH,7952,5,438,,0,NEW HAMPSHIRE
3/17/2020,NE,22,5,0,,0,NEBRASKA
6/11/2020,NV,10417,253,476,,28,NEVADA
4/5/2022,ME,236984,725,2208,1988,6,MAINE
12/10/2020,AL,285958,3935,5839,4900,54,ALABAMA
3/13/2021,CA,3523563,3230,55095,55095,217,CALIFORNIA
11/14/2021,ME,113285,363,1230,1133,0,MAINE
6/23/2021,ME,68917,27,856,825,2,MAINE
10/7/2020,WI,146193,2463,1426,1415,16,WISCONSIN
10/11/2021,MI,1198850,3276,22738,21349,6,MICHIGAN
2/5/2022,IL,2957563,0,35157,31296,0,ILLINOIS
3/7/2021,IL,1198335,1068,23014,20763,12,ILLINOIS
9/28/2020,IL,292128,1709,8858,8614,13,ILLINOIS
4/1/2021,DE,95325,385,1559,1420,0,DELAWARE
9/26/2021,IL,1616575,2223,27498,24833,29,ILLINOIS
1/3/2021,IN,526320,2993,8447,8135,63,INDIANA
3/16/2022,NH,300692,142,2428,,4,NEW HAMPSHIRE
3/14/2022,CT,730506,809,10655,8736,7,CONNECTICUT
10/22/2020,VI,1343,6,21,,0,VIRGIN ISLANDS
6/7/2021,DE,108380,42,1677,1534,0,DELAWARE
8/9/2021,AL,612715,3795,12081,9596,45,ALABAMA
7/3/2020,VT,1134,9,55,,0,VERMONT
11/12/2020,MD,159900,1477,4421,4256,11,MARYLAND
4/16/2020,NH,1211,72,34,,2,NEW HAMPSHIRE
12/4/2020,GU,6959,17,113,,1,GUAM
5/18/2020,AL,12413,299,665,625,17,ALABAMA
8/24/2020,NH,7134,27,429,,0,NEW HAMPSHIRE
1/27/2020,ND,0,0,0,,0,NORTH DAKOTA
3/15/2020,VI,1,1,0,,0,VIRGIN ISLANDS
4/8/2020,NE,521,45,14,,4,NEBRASKA
9/7/2020,WA,78187,406,1953,,0,WASHINGTON
10/25/2021,ID,286335,1090,3428,2868,15,IDAHO
9/3/2021,MS,448789,1926,8564,5824,24,MISSISSIPPI
8/3/2020,MO,58281,1449,1430,,18,MISSOURI
6/11/2020,NC,39692,1271,1172,1172,12,NORTH CAROLINA
2/23/2022,DE,256522,97,2703,2467,1,DELAWARE
4/7/2020,VT,542,32,22,,0,VERMONT
3/7/2021,NV,296190,230,5037,,1,NEVADA
3/14/2022,MT,271774,133,3223,3223,0,MONTANA
2/2/2022,VT,97689,683,519,,3,VERMONT
4/20/2021,CT,332139,738,8020,6597,6,CONNECTICUT
4/10/2021,MI,865138,5208,17776,16699,45,MICHIGAN
12/16/2021,CA,5171129,9094,74879,,85,CALIFORNIA
3/25/2020,IL,1865,330,19,,3,ILLINOIS
5/23/2020,NE,11933,199,147,,0,NEBRASKA
11/24/2021,WI,963229,4733,9922,8944,49,WISCONSIN
3/2/2022,NC,2614085,1522,23025,20082,26,NORTH CAROLINA
4/13/2020,WI,3428,87,154,,10,WISCONSIN
10/28/2020,VI,1353,2,21,,0,VIRGIN ISLANDS
2/19/2020,DE,0,0,0,0,0,DELAWARE
11/10/2020,ND,57373,1031,686,,12,NORTH DAKOTA
11/29/2020,DE,35223,595,772,679,2,DELAWARE
11/20/2020,VT,3338,137,62,,0,VERMONT
1/9/2021,NC,624971,9536,8806,8035,95,NORTH CAROLINA
6/16/2020,MT,630,18,20,20,1,MONTANA
11/27/2020,IL,705063,7574,12686,12029,90,ILLINOIS
2/8/2022,MI,2311891,5738,33080,30562,169,MICHIGAN
9/22/2021,NE,261763,683,2403,2403,21,NEBRASKA
4/22/2022,NC,2647650,0,23363,20373,0,NORTH CAROLINA
3/16/2022,NE,477186,78,4046,3305,2,NEBRASKA
10/8/2020,MI,252717,1587,7245,6912,13,MICHIGAN
7/12/2020,NV,27894,1032,617,,-4,NEVADA
11/12/2021,MI,1346868,17779,24308,22767,48,MICHIGAN
11/13/2020,MI,387873,6634,8501,8111,68,MICHIGAN
7/7/2020,ND,3898,49,84,,4,NORTH DAKOTA
11/29/2020,IL,720114,7178,12882,12193,44,ILLINOIS
12/23/2020,AL,334824,3974,6639,5493,80,ALABAMA
3/17/2022,VT,106370,161,581,,2,VERMONT
2/7/2021,NE,194783,160,1968,,0,NEBRASKA
9/18/2021,GU,13532,92,179,,0,GUAM
4/10/2021,ND,104745,44,1471,,0,NORTH DAKOTA
3/2/2021,MS,297487,342,7048,4905,7,MISSISSIPPI
3/5/2022,WI,1574581,0,13489,12089,0,WISCONSIN
7/10/2021,CA,3880618,0,63376,63376,0,CALIFORNIA
9/10/2021,NE,253080,921,2356,2356,2,NEBRASKA
3/15/2021,IN,674087,426,12834,12437,8,INDIANA
9/23/2020,NC,200399,1151,3631,3594,29,NORTH CAROLINA
11/15/2021,AL,838117,649,16311,12680,3,ALABAMA
5/10/2021,NE,221984,254,2247,,1,NEBRASKA
8/27/2020,MI,201379,1232,6802,6484,9,MICHIGAN
4/15/2020,GU,135,0,5,,0,GUAM
11/11/2020,IL,523840,12657,10798,10434,153,ILLINOIS
10/3/2020,NH,8597,63,442,,0,NEW HAMPSHIRE
7/18/2021,VT,22978,8,252,,0,VERMONT
8/24/2020,NE,32257,340,383,,5,NEBRASKA
11/10/2020,NC,296828,2597,5085,4948,34,NORTH CAROLINA
2/17/2020,NC,0,0,0,,0,NORTH CAROLINA
11/16/2021,ME,115219,1137,1243,1146,0,MAINE
12/19/2020,MS,197211,1972,5116,4003,32,MISSISSIPPI
7/18/2021,MT,114715,26,1691,1691,0,MONTANA
6/1/2021,ME,67871,56,827,799,2,MAINE
1/25/2021,WA,301694,891,4148,,34,WASHINGTON
2/28/2021,NC,854926,1733,12316,10892,21,NORTH CAROLINA
5/7/2021,AL,530273,425,11251,8984,16,ALABAMA
5/8/2021,WA,412802,1401,5564,,0,WASHINGTON
3/26/2022,IL,3061224,0,37589,33307,0,ILLINOIS
2/27/2021,CA,3470877,5151,51505,51505,384,CALIFORNIA
3/9/2022,CT,729063,330,10609,8698,18,CONNECTICUT
2/19/2021,GU,7715,0,130,,0,GUAM
3/27/2021,NE,209599,167,2175,,0,NEBRASKA
2/5/2021,MD,360584,1547,7754,7553,31,MARYLAND
12/1/2020,DE,36325,684,777,683,0,DELAWARE
2/3/2021,CA,3281271,10501,41018,41018,561,CALIFORNIA
10/9/2021,DE,136269,609,1997,1830,0,DELAWARE
7/25/2021,NC,1029363,1765,13777,12146,11,NORTH CAROLINA
9/8/2021,IN,889362,2901,14699,14248,84,INDIANA
5/2/2021,GU,7989,7,136,,0,GUAM
10/30/2020,ND,43916,1433,524,,12,NORTH DAKOTA
3/26/2022,WA,1452063,930,12432,,0,WASHINGTON
9/24/2020,CA,790640,3170,15154,15154,116,CALIFORNIA
2/9/2021,MT,96288,374,1315,1315,1,MONTANA
3/20/2021,VT,16341,178,215,,1,VERMONT
3/28/2020,WA,4017,628,189,,14,WASHINGTON
8/24/2021,NV,382773,1007,6352,,46,NEVADA
3/4/2020,IN,0,0,0,0,0,INDIANA
8/28/2020,CA,688858,5329,12461,12461,165,CALIFORNIA
8/6/2021,IL,1436353,3040,25992,23503,18,ILLINOIS
3/5/2020,NC,1,0,0,0,0,NORTH CAROLINA
10/14/2021,CT,396629,908,8707,7122,2,CONNECTICUT
11/16/2021,IL,1747513,3005,29054,26137,22,ILLINOIS
2/1/2022,MI,2272071,13606,32435,29997,172,MICHIGAN
3/31/2021,ID,180536,460,1962,1710,5,IDAHO
1/11/2022,ID,331265,2319,4243,3497,5,IDAHO
6/25/2021,ME,68971,27,858,827,0,MAINE
6/15/2020,IN,40430,521,2421,2249,12,INDIANA
2/15/2021,ME,42522,89,651,638,2,MAINE
5/23/2020,DE,8711,109,324,301,0,DELAWARE
11/20/2020,MT,53293,1475,567,567,6,MONTANA
1/13/2022,ME,180877,3068,1644,1507,18,MAINE
9/15/2020,IL,266305,1466,8564,8332,18,ILLINOIS
2/25/2022,WA,1415394,3086,11831,,99,WASHINGTON
5/13/2021,ND,108973,96,1504,,1,NORTH DAKOTA
11/16/2021,NE,299149,1067,3085,2593,15,NEBRASKA
2/18/2020,DE,0,0,0,0,0,DELAWARE
3/25/2022,IL,3061224,1309,37589,33307,18,ILLINOIS
7/21/2021,IN,762837,710,13952,13524,7,INDIANA
2/14/2022,MT,257852,1222,3072,3072,5,MONTANA
1/22/2020,MD,0,0,0,0,0,MARYLAND
4/1/2020,ID,669,144,9,,0,IDAHO
7/14/2020,ND,4565,123,88,,1,NORTH DAKOTA
1/31/2020,VI,0,0,0,,0,VIRGIN ISLANDS
9/20/2020,GU,2074,0,31,,0,GUAM
7/11/2020,NV,26862,718,621,,18,NEVADA
6/5/2020,MD,56770,912,2817,2695,33,MARYLAND
8/11/2020,VI,639,63,9,,0,VIRGIN ISLANDS
8/27/2021,MS,430296,2656,8295,5662,16,MISSISSIPPI
12/19/2021,AL,857656,552,16604,12894,11,ALABAMA
12/19/2021,MS,522455,0,10354,6933,0,MISSISSIPPI
1/24/2022,VI,14478,80,97,,1,VIRGIN ISLANDS
11/30/2020,CT,117295,4714,5020,4025,59,CONNECTICUT
4/29/2021,WI,659600,904,7542,6815,8,WISCONSIN
5/13/2020,CA,65981,-3401,2656,2656,-96,CALIFORNIA
12/12/2020,MT,72644,774,816,816,11,MONTANA
1/8/2021,ID,148258,1085,1523,1344,6,IDAHO
1/15/2021,MO,497941,2193,7530,,42,MISSOURI
7/20/2021,AL,561200,1551,11641,9293,6,ALABAMA
6/3/2020,ND,2679,33,66,,1,NORTH DAKOTA
8/4/2021,WI,692189,1333,8302,7450,3,WISCONSIN
1/28/2022,MD,971909,3178,13387,13131,53,MARYLAND
1/30/2020,ID,0,0,0,,0,IDAHO
2/15/2022,DE,255088,132,2645,2421,2,DELAWARE
5/10/2020,ND,1491,27,35,,0,NORTH DAKOTA
2/17/2022,WI,1562836,1801,13043,11701,52,WISCONSIN
9/23/2020,MS,97783,571,3188,2911,19,MISSISSIPPI
4/2/2022,NV,713505,0,10125,,0,NEVADA
2/28/2020,NE,0,0,0,,0,NEBRASKA
5/9/2020,IL,76085,2325,3349,3349,108,ILLINOIS
10/11/2021,WA,684714,1612,8064,,14,WASHINGTON
12/1/2021,MO,913909,3495,15452,,8,MISSOURI
8/31/2021,AL,700666,4799,13389,10494,73,ALABAMA
3/1/2020,ND,0,0,0,,0,NORTH DAKOTA
9/15/2021,VI,6351,53,67,,1,VIRGIN ISLANDS
2/15/2020,VI,0,0,0,,0,VIRGIN ISLANDS
9/13/2020,MO,108944,663,2132,,19,MISSOURI
1/6/2022,VI,11833,673,89,,0,VIRGIN ISLANDS
7/30/2020,GU,356,2,5,,0,GUAM
1/19/2021,VT,9638,115,168,,2,VERMONT
3/31/2020,WA,5224,649,195,,0,WASHINGTON
8/24/2020,MO,81762,1712,1759,,21,MISSOURI
3/25/2022,CA,9074163,3029,87809,,107,CALIFORNIA
3/29/2021,WI,634453,320,7277,6601,3,WISCONSIN
6/9/2020,MT,554,6,18,18,0,MONTANA
12/6/2020,ME,16411,279,227,225,0,MAINE
2/6/2021,DE,81082,568,1202,1087,11,DELAWARE
4/22/2020,AL,5677,289,283,265,18,ALABAMA
3/13/2021,DE,90677,237,1504,1368,8,DELAWARE
7/28/2020,ID,19222,528,160,139,8,IDAHO
5/19/2020,AL,12799,386,681,639,16,ALABAMA
11/22/2020,CT,101469,0,4828,3878,0,CONNECTICUT
6/4/2021,ND,110178,27,1516,,1,NORTH DAKOTA
5/17/2020,MD,38804,836,2096,1995,50,MARYLAND
1/18/2022,WI,1400338,19539,11755,10582,43,WISCONSIN
11/7/2020,NC,290431,2504,4981,4854,35,NORTH CAROLINA
5/14/2021,DE,106603,131,1651,1509,3,DELAWARE
11/1/2020,MS,123275,472,3697,3278,11,MISSISSIPPI
5/25/2021,ID,191546,149,2087,1819,1,IDAHO
5/31/2021,IN,744148,452,13601,13185,0,INDIANA
2/14/2022,MD,993653,425,13925,13666,8,MARYLAND
3/25/2020,WI,585,128,6,,1,WISCONSIN
7/14/2021,AL,555095,951,11598,9263,8,ALABAMA
10/7/2020,NE,49510,657,507,,0,NEBRASKA
6/4/2021,IN,746135,445,13645,13228,4,INDIANA
6/3/2021,MO,601503,704,9138,,9,MISSOURI
4/4/2021,MS,306908,107,7211,4984,3,MISSISSIPPI
8/29/2021,WA,556569,2991,6525,,9,WASHINGTON
10/10/2020,MO,154533,1072,2821,,29,MISSOURI
1/20/2021,IN,598766,2889,9759,9429,179,INDIANA
4/29/2021,IL,1331848,3394,24252,21927,41,ILLINOIS
6/23/2020,MS,27739,817,1291,1270,27,MISSISSIPPI
10/16/2020,MD,134329,781,4170,4011,5,MARYLAND
3/13/2020,IN,12,0,0,0,0,INDIANA
11/6/2021,MS,506556,0,10148,6792,0,MISSISSIPPI
7/8/2020,MD,70861,465,3403,3264,11,MARYLAND
12/5/2021,CT,425275,0,8925,7312,0,CONNECTICUT
12/21/2021,VI,7726,45,88,,0,VIRGIN ISLANDS
3/6/2020,MD,3,0,0,0,0,MARYLAND
1/16/2021,ME,34018,436,511,503,4,MAINE
7/15/2020,IN,53370,685,2769,2584,10,INDIANA
12/26/2020,MS,209522,1819,5358,4107,33,MISSISSIPPI
8/11/2021,CT,360552,914,8297,6828,0,CONNECTICUT
5/23/2021,ID,191271,124,2082,1814,0,IDAHO
1/13/2021,NV,253985,1143,3596,,50,NEVADA
2/1/2022,MO,1335044,5109,17508,,384,MISSOURI
11/17/2020,AL,221427,2667,4987,4246,24,ALABAMA
9/30/2021,WA,658052,2930,7726,,72,WASHINGTON
1/19/2022,ME,193550,2856,1691,1548,3,MAINE
11/15/2021,MS,509275,806,10203,6828,4,MISSISSIPPI
9/14/2020,AL,138097,749,3709,3241,17,ALABAMA
1/17/2022,ID,340857,0,4274,3522,0,IDAHO
9/15/2020,CT,55031,136,4485,3590,0,CONNECTICUT
3/3/2022,DE,257351,132,2711,2475,0,DELAWARE
10/11/2021,GU,16461,185,217,,3,GUAM
9/28/2021,ID,253733,1355,2830,2394,40,IDAHO
6/8/2021,IL,1385854,365,25386,22974,14,ILLINOIS
5/15/2021,VT,22322,58,246,,0,VERMONT
12/26/2020,ID,135787,554,1354,1195,5,IDAHO
2/5/2021,WA,318121,1272,4449,,33,WASHINGTON
6/25/2020,DE,11004,97,507,449,2,DELAWARE
3/17/2020,WA,928,118,47,,5,WASHINGTON
1/25/2021,MD,343138,1686,7359,7163,53,MARYLAND
2/14/2021,MS,289749,730,6889,4819,12,MISSISSIPPI
